0.012415	200
0.097049	400
0.423630	600
0.965298	800
1.932308	1000
3.349726	1200
6.002106	1400
10.79589	1600
16.084557	1800
18.819846	2000
29.169287	2200
38.563947	2400
48.137846	2600
52.539932	2800
66.834365	3000
96.523402	3200
94.324441	3400
121.67896	3600
138.27112	3800
196.56844	4000
211.23321	4200
257.74395	4400
278.49327	4600
341.00222	4800
356.00563	5000
