0.002396	200
0.012205	400
0.060638	600
0.133022	800
0.257798	1000
0.449353	1200
0.811587	1400
2.35112	1600
2.200863	1800
2.870277	2000
3.850018	2200
8.588557	2400
6.218692	2600
8.043548	2800
10.567506	3000
19.327111	3200
13.843345	3400
15.745785	3600
19.777306	3800
38.659629	4000
34.980665	4200
44.853158	4400
56.441105	4600
65.985914	4800
75.057041	5000
